group,TD-DOA,keyword
Normal,27,file screening
Normal,429,MAB
Normal,463,RTW
Normal,548,MAB-2nd
Normal,284,MAB
Normal,368,MAB-2nd
Normal,116,RTW
Normal,116,file screening
Normal,89,RTW
Normal,496,MAB
Normal,55,file screening
Normal,148,MAB
Normal,91,file screening
Normal,93,file screening
Normal,96,RTW
Normal,188,MAB
Normal,237,MAB
Normal,432,MAB
Normal,432,MAB
Normal,432,MAB
Normal,35,file screening
Normal,181,file screening
Normal,323,MAB
Normal,115,file screening
Normal,729,MAB
Normal,919,MAB-2nd
DS,70,RTW
DS,210,DS
DS,247,MAB
DS,210,RTW
DS,294,DS
DS,291,MAB
DS,294,RTW
DS,394,MAB
DS,389,RTW
DS,394,MAB
DS,465,MAB-2nd
DS,534,DS
DS,534,DS - Succeed
DS,543,DS
Normal,81,RTW
Normal,113,HLM
Normal,113,RTW
Normal,198,HLM
Normal,198,MAB
Normal,198,RTW
Normal,204,MAB
Normal,259,RTW
Normal,115,file screening
Normal,182,RTW
Normal,85,HLM
Normal,85,RTW
Normal,95,RTW
Normal,204,RTW
Normal,276,MAB
Normal,239,RTW
Normal,305,MAB
Normal,280,RTW
Normal,23,file screening
Normal,85,file screening
Normal,357,MAB
Normal,464,MAB-2nd
DS,70,HLM
DS,70,RTW
DS,254,MAB
DS,254,RTW
DS,329,MAB
DS,329,MAB
DS,315,RTW
DS,347,MAB
DS,347,MAB-2nd
DS,420,MAB
DS,352,MAB-2nd
DS,420,MAB-2nd
DS,427,DS
DS,427,MAB
DS,427,MAB-2nd
DS,427,RTW
DS,451,DS
DS,451,HLM
DS,451,MAB-2nd
Normal,218,MAB
Normal,461,MAB
Normal,20,file screening
Normal,48,file screening
Normal,77,file screening
Normal,84,file screening
Normal,20,file screening
Normal,48,file screening
Normal,55,file screening
Normal,758,MAB
Normal,24,file screening
Normal,171,file screening
Normal,22,file screening
Normal,322,MAB
Normal,474,MAB
Normal,61,file screening
Normal,83,RTW
Normal,83,file screening
Normal,538,MAB
Normal,881,MAB-2nd
Normal,34,file screening
Normal,67,file screening
Normal,68,file screening
Normal,35,file screening
Normal,61,file screening
Normal,74,RTW
Normal,150,MAB
Normal,150,RTW
Normal,265,MAB
Normal,265,MAB
Normal,265,MAB
Normal,24,file screening
Normal,59,file screening
Normal,258,MAB
Normal,54,file screening
Normal,94,file screening
Normal,95,file screening
Normal,57,file screening
Normal,240,MAB
Normal,241,RTW
Normal,72,file screening
Normal,94,MAB
Normal,94,file screening
Normal,197,MAB
Normal,281,MAB
Normal,281,RTW
Normal,377,MAB
Normal,377,MAB
Normal,377,MAB
Normal,392,MAB
Normal,496,MAB-2nd
Normal,496,MAB-2nd
Normal,511,MAB-2nd
Normal,43,file screening
Normal,55,file screening
Normal,41,file screening
Normal,532,MAB
DS,144,RTW
DS,269,DS
DS,307,MAB
DS,269,RTW
DS,348,MAB
DS,348,MAB
DS,312,DS
DS,312,RTW
DS,348,MAB
DS,385,MAB
Normal,25,file screening
Normal,7,RTW
Normal,27,file screening
Normal,32,file screening
Normal,373,file screening
Normal,20,file screening
Normal,739,MAB
Normal,19,file screening
Normal,295,MAB
Normal,13,file screening
Normal,244,RTW
Normal,633,MAB
Normal,38,file screening
Normal,62,file screening
Normal,69,file screening
Normal,547,MAB
Normal,22,file screening
Normal,35,file screening
Normal,40,file screening
Normal,70,file screening
Normal,149,MAB
Normal,41,file screening
Normal,253,MAB
Normal,365,MAB-2nd
Normal,29,file screening
Normal,42,file screening
Normal,125,file screening
Normal,143,file screening
Normal,20,file screening
Normal,30,file screening
Normal,31,file screening
Normal,517,MAB
Normal,16,file screening
Normal,70,file screening
Normal,70,file screening
Normal,271,file screening
Normal,644,MAB
Normal,27,file screening
Normal,226,RTW
Normal,624,MAB
Normal,26,file screening
Normal,51,file screening
Normal,63,file screening
Normal,71,file screening
Normal,245,MAB
Normal,99,file screening
Normal,511,MAB
Normal,640,MAB-2nd
Normal,21,file screening
Normal,39,file screening
Normal,16,file screening
Normal,189,MAB
Normal,121,file screening
Normal,124,file screening
Normal,118,file screening
Normal,154,file screening
Normal,21,file screening
Normal,24,file screening
Normal,31,file screening
Normal,76,MAB
Normal,65,file screening
Normal,71,file screening
Normal,197,MAB
Normal,83,RTW
Normal,198,RTW
Normal,316,MAB-2nd
Normal,28,RTW
Normal,28,file screening
Normal,53,file screening
Normal,187,MAB
Normal,33,file screening
Normal,39,file screening
Normal,61,RTW
Normal,228,MAB
Normal,221,RTW
Normal,6,RTW
Normal,156,file screening
Normal,24,file screening
Normal,157,MAB
Normal,88,file screening
Normal,90,file screening
Normal,42,file screening
Normal,50,file screening
Normal,352,MAB
Normal,88,file screening
Normal,514,MAB
Normal,71,file screening
Normal,72,file screening
Normal,60,RTW
Normal,316,file screening
Normal,451,MAB
Normal,30,file screening
Normal,37,file screening
Normal,519,MAB
Normal,25,file screening
Normal,30,file screening
Normal,23,file screening
Normal,102,file screening
Normal,24,file screening
Normal,103,file screening
Normal,106,file screening
Normal,70,file screening
Normal,70,file screening
Normal,427,MAB
Normal,48,file screening
Normal,407,MAB
Normal,29,file screening
Normal,39,MAB
Normal,39,MAB-2nd
Normal,39,RTW
Normal,297,MAB
Normal,297,MAB
Normal,353,RTW
Normal,8,RTW
Normal,55,file screening
Normal,20,file screening
Normal,40,file screening
Normal,70,file screening
Normal,74,file screening
Normal,32,RTW
Normal,37,file screening
Normal,47,file screening
Normal,54,file screening
Normal,64,file screening
Normal,28,file screening
Normal,39,file screening
Normal,42,file screening
Normal,233,MAB
Legal,19,file screening
Legal,55,file screening
Legal,129,Legal
Legal,595,DS-Legal
Normal,63,file screening
Normal,73,file screening
Normal,77,file screening
Normal,450,MAB
Normal,54,file screening
Normal,64,file screening
Normal,68,file screening
Normal,196,MAB
Legal,42,file screening
Legal,45,Legal
Legal,45,Legal
Legal,314,MAB
Legal,305,Legal
Normal,32,file screening
Normal,187,file screening
Normal,419,file screening
Normal,127,RTW
Normal,661,MAB
Normal,22,file screening
Normal,23,HLM
Normal,141,MAB
Normal,125,RTW
Normal,212,MAB
Normal,212,MAB
Normal,222,RTW
Normal,212,MAB
Normal,244,MAB
Normal,61,file screening
Normal,61,file screening
Normal,269,MAB
Normal,66,file screening
Normal,28,RTW
Normal,28,file screening
Normal,188,file screening
Normal,63,file screening
Normal,274,MAB
Normal,274,MAB-2nd
Normal,507,MAB
Normal,37,file screening
Normal,58,file screening
Normal,59,file screening
Normal,37,file screening
Normal,58,file screening
Normal,59,file screening
Normal,18,file screening
Normal,26,file screening
Normal,390,MAB
Normal,16,file screening
Normal,119,RTW
Normal,426,MAB
Normal,45,file screening
Normal,410,MAB
Normal,529,MAB-2nd
Normal,534,RTW
Normal,575,MAB
Normal,666,MAB-2nd
Normal,49,file screening
Normal,48,RTW
Normal,57,file screening
Normal,157,file screening
Normal,350,MAB
Normal,97,file screening
Normal,239,MAB
Normal,140,RTW
Normal,97,file screening
Normal,167,RTW
Normal,397,MAB
Normal,15,file screening
Normal,16,file screening
Normal,29,file screening
Normal,233,MAB
Legal,73,file screening
Legal,326,MAB
Legal,459,MAB-2nd
Legal,655,Legal
Normal,20,file screening
Normal,20,file screening
Normal,50,file screening
Normal,63,RTW
Normal,281,MAB
Normal,43,file screening
Normal,50,file screening
Normal,503,MAB
Normal,503,RTW
Normal,35,file screening
Normal,36,file screening
Normal,428,MAB
Normal,519,MAB-2nd
Normal,604,MAB
Normal,37,file screening
Normal,315,MAB
DS,109,MAB
DS,109,MAB-2nd
DS,109,RTW
DS,207,RTW
DS,287,MAB
DS,287,MAB
DS,287,MAB-2nd
DS,298,RTW
DS,287,MAB
DS,318,DS
DS,318,MAB-2nd
DS,318,RTW
DS,333,MAB
DS,333,RTW
DS,392,MAB
DS,346,DS
DS,392,MAB-2nd
DS,364,DS
DS,364,DS - Succeed
DS,381,DS - Succeed
Normal,1,RTW
Normal,73,file screening
Normal,85,RTW
Normal,345,MAB
Normal,23,file screening
Normal,29,file screening
Normal,378,MAB
Normal,35,file screening
Legal,28,file screening
Legal,161,file screening
Legal,289,MAB
Legal,387,MAB-2nd
Legal,367,DS
Legal,624,Legal
Legal,639,MAB
Normal,21,file screening
Normal,91,file screening
Normal,91,file screening
Normal,91,file screening
Normal,195,MAB
Normal,27,file screening
Normal,28,file screening
Normal,56,file screening
Normal,64,file screening
Normal,27,file screening
Normal,28,file screening
Normal,53,file screening
Normal,209,file screening
Normal,467,MAB
Normal,416,RTW
Normal,60,file screening
Normal,350,MAB
Normal,490,MAB-2nd
Normal,21,file screening
Normal,85,file screening
Normal,86,file screening
Normal,82,file screening
Normal,83,file screening
Normal,52,file screening
Normal,280,MAB
Normal,280,MAB
Normal,12,file screening
Normal,36,file screening
Normal,38,file screening
Normal,173,MAB
Normal,2,file screening
Normal,23,file screening
Normal,45,file screening
Normal,390,MAB
Normal,352,RTW
Normal,56,file screening
Normal,233,MAB
Normal,562,MAB
Normal,23,file screening
Normal,183,MAB
Normal,146,file screening
Normal,699,MAB
Normal,642,RTW
Normal,131,file screening
Normal,30,file screening
Normal,78,file screening
Normal,387,MAB
Normal,63,file screening
Normal,78,file screening
Normal,79,file screening
Normal,47,file screening
Normal,394,MAB
Normal,47,file screening
Normal,48,file screening
Normal,484,MAB
Normal,36,HLM
Normal,43,HLM
Normal,275,MAB
Normal,349,MAB
Normal,19,file screening
Normal,16,file screening
DS,27,RTW
DS,48,HLM
DS,48,RTW
DS,48,HLM
DS,145,DS
DS,145,MAB
DS,172,DS
DS,172,RTW
DS,362,MAB
DS,362,MAB
DS,362,MAB
DS,398,MAB
DS,399,MAB
DS,509,MAB-2nd
DS,509,MAB
DS,579,MAB-2nd
Normal,31,file screening
Normal,76,file screening
Normal,470,MAB
Normal,686,MAB-2nd
Normal,23,file screening
Normal,289,MAB
Normal,35,file screening
Normal,39,file screening
Normal,324,MAB
Normal,345,RTW
Normal,26,file screening
Normal,54,file screening
Normal,55,file screening
Normal,322,file screening
Normal,443,MAB
Normal,76,file screening
Normal,28,file screening
Normal,253,RTW
Normal,54,file screening
Normal,85,file screening
Normal,529,MAB
Normal,32,file screening
Normal,93,MAB
Normal,77,file screening
Normal,142,MAB
Normal,48,RTW
Normal,611,MAB-2nd
Normal,70,file screening
Normal,198,MAB
Normal,289,MAB-2nd
Normal,264,MAB
Normal,167,RTW
Normal,20,file screening
Normal,31,file screening
Normal,314,MAB
Legal,25,file screening
Legal,32,file screening
Legal,416,Legal
Normal,13,file screening
Normal,378,MAB
Normal,472,RTW
Normal,24,file screening
Normal,31,file screening
Normal,85,file screening
Normal,588,MAB
Normal,36,file screening
Normal,69,file screening
Normal,225,MAB
DS,224,MAB
DS,271,RTW
DS,291,MAB
DS,398,MAB
DS,333,MAB-2nd
DS,333,RTW
DS,368,DS
DS,368,MAB
DS,398,MAB
DS,398,MAB
DS,384,DS
DS,384,DS - Succeed
DS,476,DS
DS,476,DS - Succeed
DS,476,HLM
DS,463,MAB
Normal,64,file screening
Normal,273,RTW
Normal,414,MAB
Normal,21,file screening
Normal,83,file screening
Normal,83,file screening
Normal,14,file screening
Normal,308,MAB
Normal,385,MAB-2nd
Normal,294,MAB
Normal,216,RTW
Normal,27,file screening
Normal,64,file screening
Normal,344,MAB
Normal,42,file screening
DS,30,file screening
DS,523,RTW
DS,524,DS
DS,541,DS - Succeed
Normal,61,file screening
Normal,203,MAB
Normal,22,file screening
Normal,58,file screening
Normal,225,MAB
Normal,35,file screening
Normal,71,file screening
Normal,71,file screening
Normal,252,MAB
Normal,37,file screening
Normal,121,RTW
Normal,295,MAB
Normal,65,file screening
Normal,263,MAB
Normal,41,file screening
Normal,271,MAB
Normal,17,file screening
Normal,23,file screening
Normal,430,MAB
Normal,21,file screening
Normal,26,file screening
Normal,164,MAB
Normal,43,file screening
Normal,205,RTW
Normal,61,file screening
Normal,281,MAB
Normal,392,MAB
Normal,355,file screening
Normal,483,MAB-2nd
Normal,13,file screening
Normal,24,file screening
Normal,24,file screening
Normal,-35,MAB-2nd
Normal,36,file screening
Normal,83,file screening
Normal,270,MAB
Normal,412,MAB-2nd
Normal,16,file screening
Normal,16,file screening
Normal,27,file screening
Normal,49,file screening
Normal,50,file screening
Normal,180,RTW
Normal,293,MAB
Normal,42,file screening
Normal,43,file screening
Normal,216,MAB
Normal,38,file screening
Normal,69,RTW
Normal,29,file screening
Normal,187,file screening
Normal,348,MAB
Normal,98,file screening
Normal,112,file screening
Normal,545,MAB
Normal,253,file screening
Normal,393,MAB
Normal,23,file screening
Normal,42,file screening
Normal,43,file screening
Normal,15,file screening
Normal,34,file screening
Normal,16,file screening
Normal,34,file screening
Normal,61,RTW
Normal,265,MAB
Normal,281,RTW
Normal,24,file screening
Normal,53,file screening
Normal,53,file screening
Normal,150,MAB
Normal,301,HLM
Normal,301,RTW
Normal,510,MAB
Normal,526,MAB
Normal,55,file screening
Normal,182,MAB
Normal,26,file screening
Normal,26,file screening
Normal,26,file screening
Normal,214,MAB
Normal,23,file screening
Normal,55,file screening
Normal,55,file screening
Normal,253,MAB
Normal,231,MAB
Normal,109,RTW
Normal,406,MAB
Normal,195,MAB
Normal,48,file screening
Normal,77,file screening
Normal,79,file screening
Normal,43,file screening
Normal,55,file screening
Normal,183,RTW
Normal,59,RTW
Normal,199,MAB-2nd
Normal,37,file screening
Normal,45,file screening
Normal,48,file screening
Normal,56,file screening
Normal,56,file screening
Normal,76,file screening
Normal,76,file screening
Normal,414,MAB
Normal,39,file screening
Normal,313,MAB
Normal,49,file screening
Normal,51,file screening
Normal,33,file screening
Normal,37,file screening
Normal,38,file screening
Normal,220,MAB
Normal,10,file screening
Normal,12,file screening
Normal,12,file screening
Normal,304,MAB
Normal,36,file screening
Normal,100,MAB
Normal,58,file screening
Normal,129,MAB
Normal,14,file screening
Normal,44,file screening
Normal,401,MAB
Normal,292,MAB
Normal,132,file screening
Normal,132,file screening
Normal,136,file screening
Normal,136,file screening
Normal,18,file screening
Normal,39,file screening
Normal,255,MAB
Normal,78,file screening
Normal,260,MAB
Normal,54,file screening
Normal,257,file screening
Normal,274,file screening
Normal,24,file screening
Normal,42,file screening
Normal,226,MAB
Normal,37,file screening
Normal,37,file screening
Normal,32,file screening
Normal,39,file screening
Normal,41,file screening
Normal,45,file screening
Normal,76,file screening
Normal,314,MAB
Normal,435,RTW
Normal,25,file screening
Normal,41,file screening
Normal,52,file screening
Normal,50,file screening
Normal,50,file screening
Normal,33,file screening
Normal,34,file screening
Normal,460,MAB
Normal,61,file screening
Normal,58,file screening
Normal,178,MAB
Normal,50,file screening
Normal,62,file screening
Normal,66,file screening
Normal,190,MAB
Normal,50,file screening
Normal,32,file screening
Normal,68,file screening
Normal,68,file screening
Normal,50,file screening
Normal,51,file screening
Normal,51,file screening
Normal,24,file screening
Normal,60,file screening
Normal,60,file screening
Normal,58,file screening
Normal,40,file screening
Normal,51,file screening
Normal,52,file screening
Normal,36,file screening
Normal,37,file screening
Normal,191,MAB
Normal,49,file screening
Normal,50,file screening
Normal,134,MAB
Normal,89,file screening
Normal,419,MAB
Normal,33,file screening
Normal,153,MAB
Normal,37,file screening
Normal,163,MAB
Normal,46,file screening
Normal,192,MAB
Normal,43,file screening
Normal,189,MAB
Normal,36,file screening
Normal,36,file screening
Normal,275,MAB
Normal,50,file screening
Normal,25,file screening
Normal,46,file screening
Normal,101,file screening
Normal,4,RTW
Normal,18,RTW
Normal,56,file screening
Normal,201,MAB
Normal,41,file screening
Normal,41,file screening
Normal,55,file screening
Normal,202,MAB
Normal,29,file screening
Normal,95,file screening
Normal,95,file screening
Normal,52,file screening
Normal,56,RTW
Normal,251,MAB
Normal,51,file screening
Normal,178,MAB
Normal,26,file screening
Normal,50,file screening
Normal,350,MAB
Normal,52,file screening
Normal,15,file screening
Normal,32,file screening
Normal,53,file screening
Normal,58,file screening
Normal,156,MAB
Normal,37,file screening
Normal,39,file screening
Normal,41,file screening
Normal,176,MAB
Normal,21,file screening
Normal,45,file screening
Normal,47,file screening
Normal,182,MAB
Normal,29,file screening
Normal,29,file screening
Normal,29,file screening
Normal,30,file screening
Normal,162,MAB
Normal,39,file screening
Normal,62,file screening
Normal,65,file screening
Normal,193,MAB
Normal,15,file screening
Normal,42,file screening
Normal,261,MAB
Normal,22,file screening
Normal,22,file screening
Normal,74,file screening
Normal,40,file screening
Normal,17,RTW
Normal,50,file screening
Normal,168,MAB
Normal,496,file screening
Normal,496,file screening
Normal,496,file screening
Normal,497,file screening
Normal,874,MAB
Normal,161,MAB
Normal,100,MAB
Normal,30,file screening
Normal,32,file screening
Normal,75,file screening
Normal,75,file screening
Normal,47,RTW
Normal,151,MAB
Normal,70,file screening
Normal,73,file screening
Normal,74,file screening
Normal,140,MAB
Normal,10,file screening
Normal,12,file screening
Normal,159,MAB
Normal,58,file screening
Normal,59,file screening
Normal,58,file screening
Normal,65,file screening
Normal,387,MAB
Normal,339,RTW
Normal,67,file screening
Normal,189,MAB
Normal,18,RTW
Normal,47,file screening
Normal,147,MAB
Normal,59,file screening
Normal,87,file screening
Normal,88,file screening
Normal,291,MAB
Normal,118,file screening
Normal,27,file screening
Normal,57,file screening
Normal,58,file screening
Normal,58,file screening
Normal,181,MAB
Normal,96,file screening
Normal,97,file screening
Normal,62,file screening
Normal,63,file screening
Normal,20,file screening
Normal,17,RTW
Normal,138,MAB
Normal,72,file screening
Normal,73,file screening
Normal,26,file screening
Normal,9,RTW
Normal,77,file screening
Normal,79,file screening
Normal,29,file screening
Normal,35,file screening
Normal,53,file screening
Normal,54,file screening
Normal,119,MAB
Normal,23,file screening
Normal,91,file screening
Normal,161,MAB
Normal,18,file screening
Normal,199,MAB
Normal,20,file screening
Normal,104,file screening
Normal,21,file screening
Normal,43,file screening
Normal,69,file screening
Normal,70,file screening
Normal,26,file screening
Normal,72,file screening
Normal,73,file screening
Normal,119,MAB
Normal,19,file screening
Normal,65,file screening
Normal,66,file screening
Normal,21,file screening
Normal,84,file screening
Normal,156,MAB
Normal,31,file screening
Normal,60,file screening
Normal,37,file screening
Normal,261,MAB
Normal,34,HLM
Normal,40,RTW
Normal,72,MAB
Normal,72,RTW
Normal,84,RTW
Normal,169,MAB
Normal,140,MAB
Normal,140,MAB-2nd
Normal,140,RTW
Normal,169,MAB
Normal,177,RTW
Normal,22,file screening
Normal,58,file screening
Normal,21,file screening
Normal,94,MAB
Normal,64,file screening
Normal,64,file screening
Normal,31,file screening
Normal,74,file screening
Normal,174,MAB
Normal,26,file screening
Normal,70,file screening
Normal,70,file screening
Normal,189,MAB
Normal,32,file screening
Normal,76,file screening
Normal,76,file screening
Normal,13,file screening
Normal,56,file screening
Normal,21,file screening
Normal,64,file screening
Normal,64,file screening
Normal,19,file screening
Normal,73,file screening
Normal,279,MAB
Normal,22,file screening
Normal,75,file screening
Normal,162,MAB
Normal,35,file screening
Normal,106,MAB
Normal,73,file screening
Normal,32,file screening
Normal,72,file screening
Normal,301,MAB
Normal,25,file screening
Normal,26,file screening
Normal,34,file screening
Normal,22,file screening
Normal,22,file screening
Normal,57,file screening
Normal,58,file screening
Normal,121,MAB
Normal,78,RTW
Normal,173,MAB
Normal,12,RTW
Normal,47,file screening
Normal,244,MAB
Normal,16,file screening
Normal,127,MAB
Normal,43,RTW
Normal,22,file screening
Normal,22,file screening
Normal,24,file screening
Normal,24,file screening
Normal,71,file screening
Normal,76,file screening
Normal,13,RTW
Normal,24,file screening
Normal,24,file screening
Normal,76,file screening
Normal,41,file screening
Normal,54,file screening
Normal,55,file screening
