group,TD-DOA,keyword
Normal,468,closed case
Normal,534,closed case
Normal,1327,closed case
Normal,277,closed case
Normal,2583,closed case
DS,1104,closed case
Normal,286,closed case
Normal,292,closed case
DS,255,closed case
Normal,216,closed case
Normal,327,closed case
Normal,1391,closed case
Normal,546,closed case
Normal,1076,closed case
Normal,440,closed case
DS,856,closed case
Normal,505,closed case
Normal,505,closed case
Normal,475,closed case
Normal,433,closed case
Normal,470,closed case
DS,679,closed case
Normal,716,closed case
Normal,378,closed case
DS,552,closed case
DS,658,closed case
Normal,700,closed case
Normal,588,closed case
Normal,998,closed case
Normal,286,closed case
DS,886,closed case
Normal,671,closed case
Normal,669,closed case
DS,764,closed case
Normal,590,closed case
Normal,430,closed case
Normal,1144,closed case
Normal,1683,closed case
Normal,545,closed case
Normal,770,closed case
DS,768,closed case
Normal,1119,closed case
Normal,735,closed case
Normal,911,closed case
Normal,357,closed case
DS,1110,closed case
Normal,197,closed case
Normal,760,closed case
Normal,870,closed case
Normal,831,closed case
Normal,2334,closed case
Normal,1018,closed case
DS,519,closed case
DS,2174,closed case
Normal,476,closed case
Normal,1074,closed case
Normal,830,closed case
Normal,625,closed case
Normal,1150,closed case
Normal,1115,closed case
Normal,1134,closed case
Normal,1129,closed case
Normal,776,closed case
Normal,1130,closed case
Normal,1329,closed case
Normal,1992,closed case
Normal,432,closed case
Normal,1104,closed case
Normal,400,closed case
Normal,310,closed case
DS,374,closed case
Normal,710,closed case
Normal,223,closed case
Normal,679,closed case
Normal,770,closed case
DS,1142,closed case
Normal,1114,closed case
Normal,247,closed case
Normal,785,closed case
Normal,942,closed case
Normal,1108,closed case
DS,1906,closed case
Normal,1188,closed case
Normal,531,closed case
Normal,1319,closed case
Normal,926,closed case
Normal,874,closed case
Normal,1295,closed case
Normal,594,closed case
Normal,542,closed case
Normal,203,closed case
Normal,165,closed case
Normal,1394,closed case
Normal,374,closed case
DS,515,closed case
Normal,930,closed case
Normal,340,closed case
Legal,1476,closed case
Normal,798,closed case
DS,754,closed case
Normal,584,closed case
Normal,439,closed case
Normal,473,closed case
Normal,767,closed case
Normal,763,closed case
DS,636,closed case
Normal,196,closed case
DS,343,closed case
DS,709,closed case
Normal,264,closed case
Normal,156,closed case
Normal,271,closed case
Normal,1720,closed case
Normal,533,closed case
Normal,188,closed case
Normal,1101,closed case
Normal,331,closed case
DS,1046,closed case
Normal,1056,closed case
Legal,694,closed case
Normal,594,closed case
Normal,728,closed case
Normal,692,closed case
Normal,208,closed case
Normal,252,closed case
Normal,637,closed case
Normal,312,closed case
DS,729,closed case
Normal,354,closed case
DS,824,closed case
Normal,1645,closed case
DS,652,closed case
Normal,187,closed case
Normal,312,closed case
DS,1085,closed case
Normal,560,closed case
Normal,571,closed case
Normal,404,closed case
Normal,267,closed case
Legal,1990,closed case
Normal,380,closed case
DS,595,closed case
Normal,673,closed case
Normal,364,closed case
Normal,403,closed case
Normal,94,closed case
Normal,859,closed case
Normal,405,closed case
Normal,522,closed case
Normal,1644,closed case
Normal,1576,closed case
Normal,1189,closed case
Normal,668,closed case
Normal,565,closed case
DS,641,closed case
Normal,715,closed case
Normal,711,closed case
Normal,1196,closed case
Normal,623,closed case
DS,433,closed case
Normal,425,closed case
DS,827,closed case
Normal,697,closed case
Normal,863,closed case
Normal,219,closed case
DS,431,closed case
DS,957,closed case
Normal,434,closed case
Normal,405,closed case
Normal,892,closed case
Normal,578,closed case
Normal,1596,closed case
Normal,292,closed case
Normal,1124,closed case
Normal,789,closed case
Normal,723,closed case
Normal,368,closed case
Normal,598,closed case
Normal,318,closed case
DS,531,closed case
Normal,828,closed case
Legal,1301,closed case
Normal,336,closed case
Normal,1072,closed case
Normal,439,closed case
Normal,373,closed case
DS,629,closed case
Normal,1014,closed case
Legal,688,closed case
Normal,777,closed case
DS,839,closed case
DS,1047,closed case
Normal,575,closed case
DS,761,closed case
Normal,484,closed case
Normal,790,closed case
Normal,466,closed case
Normal,1539,closed case
DS,344,closed case
Normal,774,closed case
Normal,854,closed case
DS,1547,closed case
DS,620,closed case
DS,702,closed case
Normal,569,closed case
Normal,280,closed case
Normal,1618,closed case
Normal,368,closed case
Normal,247,closed case
Normal,1431,closed case
Normal,208,closed case
Normal,566,closed case
Normal,742,closed case
Normal,1188,closed case
Normal,548,closed case
Normal,275,closed case
Normal,588,closed case
Normal,603,closed case
Normal,554,closed case
Normal,1017,closed case
Normal,980,closed case
Normal,638,closed case
Normal,1057,closed case
Normal,1362,closed case
Normal,204,closed case
Normal,250,closed case
Normal,363,closed case
Normal,228,closed case
Normal,670,closed case
Legal,1169,closed case
Normal,304,closed case
Normal,1127,closed case
Normal,1125,closed case
Normal,141,closed case
Normal,591,closed case
Normal,488,closed case
DS,258,closed case
DS,1314,closed case
Normal,109,closed case
Normal,462,closed case
Normal,1233,closed case
Normal,480,closed case
Normal,1092,closed case
Normal,723,closed case
DS,615,closed case
DS,1118,closed case
DS,1124,closed case
Legal,413,closed case
Normal,755,closed case
Normal,368,closed case
Normal,409,closed case
Legal,427,closed case
Legal,1071,closed case
Normal,545,closed case
Normal,595,closed case
Normal,807,closed case
Normal,191,closed case
Normal,293,closed case
Normal,545,closed case
DS,693,closed case
DS,1510,closed case
Normal,1244,closed case
Normal,1229,closed case
Normal,735,closed case
Normal,1181,closed case
DS,279,closed case
DS,862,closed case
Normal,460,closed case
Normal,261,closed case
Normal,227,closed case
Normal,453,closed case
Normal,948,closed case
Normal,106,closed case
Normal,276,closed case
Normal,500,closed case
DS,693,closed case
Normal,1157,closed case
Normal,162,closed case
Normal,130,closed case
Normal,397,closed case
Normal,143,closed case
Normal,1202,closed case
Normal,1148,closed case
Normal,504,closed case
Normal,851,closed case
Normal,269,closed case
Legal,622,closed case
Normal,1308,closed case
Normal,447,closed case
Normal,318,closed case
Normal,617,closed case
Normal,1033,closed case
Normal,985,closed case
Normal,655,closed case
Normal,557,closed case
Normal,1053,closed case
DS,750,closed case
Normal,585,closed case
DS,693,closed case
Normal,510,closed case
Normal,344,closed case
Normal,871,closed case
Normal,621,closed case
Normal,437,closed case
Normal,316,closed case
DS,808,closed case
Normal,591,closed case
Normal,1112,closed case
Normal,447,closed case
Normal,1036,closed case
DS,808,closed case
Normal,263,closed case
Normal,568,closed case
Normal,305,closed case
Normal,360,closed case
DS,851,closed case
DS,1219,closed case
Normal,386,closed case
Normal,1111,closed case
Normal,275,closed case
Normal,71,closed case
DS,810,closed case
DS,322,closed case
Normal,102,closed case
Normal,554,closed case
Normal,175,closed case
Normal,1178,closed case
DS,1194,closed case
Normal,941,closed case
DS,353,closed case
Normal,584,closed case
Normal,111,closed case
Normal,142,closed case
Normal,872,closed case
Normal,84,closed case
Normal,524,closed case
Normal,559,closed case
Normal,906,closed case
Normal,516,closed case
Normal,833,closed case
Normal,295,closed case
Normal,331,closed case
DS,708,closed case
Normal,464,closed case
Normal,774,closed case
Normal,936,closed case
Normal,777,closed case
Normal,158,closed case
Normal,175,closed case
Normal,766,closed case
Normal,1124,closed case
Normal,1125,closed case
Normal,914,closed case
Normal,293,closed case
Normal,606,closed case
Normal,375,closed case
Normal,611,closed case
Legal,974,closed case
Normal,1194,closed case
Normal,180,closed case
Normal,705,closed case
Normal,623,closed case
Normal,437,closed case
Normal,271,closed case
Normal,201,closed case
Normal,438,closed case
Normal,265,closed case
Normal,417,closed case
Normal,1152,closed case
DS,689,closed case
DS,912,closed case
Normal,806,closed case
Normal,934,closed case
DS,287,closed case
Normal,553,closed case
Normal,556,closed case
Normal,423,closed case
DS,858,closed case
Normal,992,closed case
Normal,535,closed case
Normal,1141,closed case
DS,1122,closed case
Normal,952,closed case
Normal,657,closed case
Normal,834,closed case
Normal,378,closed case
Normal,578,closed case
Normal,451,closed case
Normal,677,closed case
Normal,706,closed case
Normal,76,closed case
Normal,152,closed case
Normal,879,closed case
Normal,287,closed case
Normal,402,closed case
Normal,358,closed case
Normal,1065,closed case
Normal,878,closed case
Normal,785,closed case
Normal,932,closed case
Normal,602,closed case
Normal,641,closed case
Normal,488,closed case
Normal,732,closed case
Normal,680,closed case
DS,856,closed case
Normal,306,closed case
Normal,1071,closed case
Legal,815,closed case
DS,642,closed case
Normal,904,closed case
Normal,559,closed case
Normal,193,closed case
DS,748,closed case
Normal,561,closed case
Normal,598,closed case
Normal,748,closed case
Normal,477,closed case
Normal,458,closed case
Normal,945,closed case
Normal,808,closed case
Normal,100,closed case
Normal,677,closed case
Normal,763,closed case
Normal,696,closed case
Normal,814,closed case
Normal,498,closed case
Normal,344,closed case
Normal,656,closed case
Normal,402,closed case
Normal,736,closed case
Normal,311,closed case
DS,897,closed case
DS,876,closed case
Normal,509,closed case
Normal,743,closed case
Normal,250,closed case
Normal,903,closed case
Normal,624,closed case
Normal,213,closed case
Normal,221,closed case
Normal,610,closed case
Normal,521,closed case
Normal,82,closed case
Normal,787,closed case
Normal,579,closed case
Normal,937,closed case
Normal,856,closed case
Normal,761,closed case
Normal,582,closed case
Normal,332,closed case
Normal,865,closed case
Normal,617,closed case
DS,641,closed case
Normal,824,closed case
Legal,707,closed case
Normal,624,closed case
Normal,184,closed case
Normal,631,closed case
Normal,357,closed case
Normal,556,closed case
Normal,630,closed case
Normal,303,closed case
Normal,418,closed case
Normal,263,closed case
Normal,913,closed case
Normal,252,closed case
Normal,237,closed case
Normal,247,closed case
Normal,950,closed case
Normal,925,closed case
Normal,609,closed case
Normal,824,closed case
Legal,631,closed case
Normal,428,closed case
Normal,361,closed case
Legal,550,closed case
Normal,366,closed case
Normal,646,closed case
Normal,682,closed case
Normal,639,closed case
Normal,439,closed case
Normal,564,closed case
Normal,539,closed case
Normal,832,closed case
Normal,638,closed case
Legal,426,closed case
Normal,540,closed case
Normal,846,closed case
Legal,833,closed case
Normal,700,closed case
Normal,398,closed case
Normal,436,closed case
Normal,487,closed case
Normal,775,closed case
Normal,650,closed case
Normal,461,closed case
Normal,216,closed case
Normal,811,closed case
Normal,825,closed case
Normal,501,closed case
Normal,611,closed case
Normal,777,closed case
Normal,227,closed case
Legal,354,closed case
Normal,499,closed case
Normal,663,closed case
Normal,232,closed case
Normal,451,closed case
Normal,503,closed case
Normal,396,closed case
Normal,579,closed case
Normal,692,closed case
Normal,359,closed case
Normal,468,closed case
Normal,431,closed case
Normal,160,closed case
Normal,520,closed case
Normal,357,closed case
Normal,243,closed case
Normal,693,closed case
Normal,869,closed case
Normal,917,closed case
Normal,1159,closed case
Normal,717,closed case
Normal,451,closed case
Normal,823,closed case
Normal,238,closed case
Normal,399,closed case
Normal,325,closed case
Normal,513,closed case
Normal,467,closed case
Normal,438,closed case
Normal,530,closed case
Normal,176,closed case
Normal,1496,closed case
Normal,366,closed case
Normal,948,closed case
Normal,360,closed case
Normal,1792,closed case
Normal,513,closed case
Normal,658,closed case
Normal,585,closed case
Normal,833,closed case
Normal,195,closed case
Normal,123,closed case
Normal,485,closed case
Normal,820,closed case
Normal,513,closed case
Normal,430,closed case
Normal,575,closed case
Normal,748,closed case
Normal,608,closed case
Normal,396,closed case
Normal,746,closed case
Normal,283,closed case
Normal,496,closed case
Normal,578,closed case
Normal,469,closed case
Normal,455,closed case
Normal,778,closed case
Normal,325,closed case
Normal,655,closed case
Normal,596,closed case
Normal,544,closed case
Normal,268,closed case
Normal,205,closed case
Normal,398,closed case
Normal,727,closed case
Normal,276,closed case
Normal,550,closed case
Normal,189,closed case
Normal,676,closed case
Normal,531,closed case
Normal,275,closed case
Normal,680,closed case
Normal,529,closed case
Normal,200,closed case
Normal,665,closed case
Normal,603,closed case
Normal,613,closed case
Normal,214,closed case
Normal,544,closed case
Normal,346,closed case
Normal,766,closed case
Normal,615,closed case
Normal,656,closed case
Normal,482,closed case
Normal,553,closed case
Normal,235,closed case
Normal,334,closed case
Normal,135,closed case
Normal,439,closed case
Normal,667,closed case
Normal,665,closed case
Normal,666,closed case
Normal,444,closed case
Normal,358,closed case
Normal,462,closed case
Normal,516,closed case
Normal,219,closed case
Normal,121,closed case
Normal,552,closed case
Normal,587,closed case
Normal,212,closed case
Normal,62,closed case
Normal,266,closed case
Legal,614,closed case
Normal,643,closed case
Normal,223,closed case
Legal,341,closed case
Normal,693,closed case
Normal,702,closed case
Normal,302,closed case
Normal,430,closed case
Normal,595,closed case
Normal,400,closed case
Normal,395,closed case
Normal,205,closed case
Normal,439,closed case
Normal,478,closed case
Normal,592,closed case
Normal,720,closed case
Normal,259,closed case
Normal,646,closed case
Normal,294,closed case
Normal,492,closed case
Normal,263,closed case
Legal,492,closed case
Normal,178,closed case
Normal,503,closed case
Normal,707,closed case
Normal,489,closed case
Normal,389,closed case
Normal,485,closed case
Normal,214,closed case
Normal,251,closed case
Normal,332,closed case
Normal,398,closed case
Normal,211,closed case
Normal,509,closed case
Normal,559,closed case
Normal,627,closed case
Normal,313,closed case
Normal,205,closed case
Normal,575,closed case
Normal,611,closed case
Normal,263,closed case
Normal,594,closed case
Normal,209,closed case
Normal,743,closed case
Normal,728,closed case
Normal,335,closed case
Normal,645,closed case
Normal,432,closed case
Normal,525,closed case
Normal,348,closed case
Normal,408,closed case
Normal,573,closed case
Normal,190,closed case
Normal,374,closed case
Normal,281,closed case
Normal,582,closed case
Normal,419,closed case
Normal,479,closed case
Normal,560,closed case
Normal,274,closed case
Normal,321,closed case
Normal,296,closed case
Normal,353,closed case
Normal,274,closed case
Legal,549,closed case
Normal,543,closed case
Normal,506,closed case
Normal,618,closed case
Normal,152,closed case
Normal,256,closed case
Normal,473,closed case
Normal,385,closed case
Normal,501,closed case
Normal,358,closed case
Normal,230,closed case
Normal,376,closed case
Normal,235,closed case
Normal,255,closed case
Normal,285,closed case
Normal,329,closed case
Normal,292,closed case
Normal,304,closed case
Normal,508,closed case
Normal,186,closed case
Normal,314,closed case
Normal,526,closed case
Normal,434,closed case
Normal,524,closed case
Normal,330,closed case
Normal,340,closed case
Normal,445,closed case
Normal,191,closed case
Normal,453,closed case
Normal,575,closed case
Normal,422,closed case
Normal,266,closed case
Normal,258,closed case
Normal,356,closed case
Normal,183,closed case
Normal,216,closed case
Normal,436,closed case
Normal,559,closed case
Normal,247,closed case
Normal,314,closed case
Normal,418,closed case
Normal,474,closed case
Normal,188,closed case
Normal,442,closed case
Normal,229,closed case
Normal,231,closed case
Normal,148,closed case
Normal,547,closed case
Normal,406,closed case
Normal,413,closed case
Normal,516,closed case
Normal,424,closed case
Normal,83,closed case
Normal,277,closed case
Normal,333,closed case
Normal,128,closed case
Normal,158,closed case
Normal,462,closed case
Normal,349,closed case
Normal,409,closed case
Normal,337,closed case
Normal,446,closed case
Normal,293,closed case
Normal,223,closed case
Normal,380,closed case
Normal,142,closed case
Normal,123,closed case
Normal,199,closed case
Normal,200,closed case
Normal,435,closed case
Normal,245,closed case
Normal,243,closed case
Normal,476,closed case
Normal,123,closed case
Normal,209,closed case
Normal,431,closed case
Normal,237,closed case
Normal,238,closed case
Normal,384,closed case
Normal,417,closed case
Normal,175,closed case
Normal,443,closed case
Normal,311,closed case
Normal,197,closed case
Normal,224,closed case
Normal,166,closed case
Normal,459,closed case
Normal,186,closed case
Normal,193,closed case
Normal,225,closed case
Normal,403,closed case
Normal,304,closed case
Normal,131,closed case
Normal,216,closed case
Normal,419,closed case
Normal,234,closed case
Normal,270,closed case
Normal,235,closed case
Normal,381,closed case
Normal,308,closed case
Normal,218,closed case
Normal,240,closed case
Normal,217,closed case
Normal,216,closed case
Normal,314,closed case
Normal,197,closed case
Normal,240,closed case
Normal,308,closed case
Normal,396,closed case
Normal,155,closed case
Normal,220,closed case
Normal,201,closed case
Normal,903,closed case
Normal,203,closed case
Normal,348,closed case
Normal,336,closed case
Normal,245,closed case
Normal,212,closed case
Normal,174,closed case
Normal,192,closed case
Normal,290,closed case
Normal,420,closed case
Normal,222,closed case
Normal,190,closed case
Normal,322,closed case
Normal,135,closed case
Normal,101,closed case
Normal,213,closed case
Normal,361,closed case
Normal,120,closed case
Normal,178,closed case
Normal,184,closed case
Normal,154,closed case
Normal,189,closed case
Normal,229,closed case
Normal,357,closed case
Normal,151,closed case
Normal,119,closed case
Normal,151,closed case
Normal,144,closed case
Normal,188,closed case
Normal,320,closed case
Normal,413,closed case
Normal,308,closed case
Normal,350,closed case
Normal,193,closed case
Normal,126,closed case
Normal,202,closed case
Normal,249,closed case
Normal,165,closed case
Normal,195,closed case
Normal,336,closed case
Normal,308,closed case
Normal,189,closed case
Normal,165,closed case
Normal,205,closed case
Normal,333,closed case
Normal,91,closed case
Normal,154,closed case
Normal,246,closed case
Normal,258,closed case
Normal,289,closed case
Normal,289,closed case
Normal,257,closed case
Normal,313,closed case
Normal,161,closed case
Normal,275,closed case
Normal,264,closed case
Normal,293,closed case
Normal,272,closed case
Normal,295,closed case
Normal,120,closed case
Normal,207,closed case
Normal,317,closed case
Normal,225,closed case
Normal,195,closed case
Normal,290,closed case
Normal,221,closed case
Normal,217,closed case
Normal,284,closed case
Normal,257,closed case
Normal,195,closed case
Normal,286,closed case
Normal,295,closed case
Normal,266,closed case
Normal,319,closed case
Normal,269,closed case
Normal,609,closed case
Normal,303,closed case
Normal,531,closed case
Normal,335,closed case
Normal,746,closed case
Normal,321,closed case
Normal,110,closed case
Normal,584,closed case
Normal,315,closed case
Normal,89,closed case
Normal,788,closed case
Normal,742,closed case
Normal,526,closed case
Normal,183,closed case
Normal,245,closed case
Normal,465,closed case
Normal,430,closed case
Normal,270,closed case
Normal,464,closed case
Normal,295,closed case
Normal,926,closed case
Normal,856,closed case
Normal,491,closed case
Normal,276,closed case
Normal,919,closed case
Normal,608,closed case
Normal,454,closed case
Normal,610,closed case
Normal,614,closed case
Normal,539,closed case
Normal,309,closed case
Normal,586,closed case
Normal,449,closed case
Normal,247,closed case
Normal,904,closed case
Normal,511,closed case
Normal,343,closed case
Normal,710,closed case
Normal,629,closed case
Normal,361,closed case
Normal,542,closed case
Normal,410,closed case
Normal,198,closed case
Normal,1110,closed case
Legal,535,closed case
Normal,535,closed case
Normal,249,closed case
Normal,414,closed case
Normal,343,closed case
Normal,290,closed case
Normal,433,closed case
Normal,413,closed case
Normal,444,closed case
DS,672,closed case
Normal,510,closed case
Normal,727,closed case
Normal,331,closed case
Normal,499,closed case
Normal,403,closed case
Normal,281,closed case
Normal,174,closed case
Normal,505,closed case
Normal,358,closed case
Normal,442,closed case
Normal,391,closed case
Normal,554,closed case
Normal,273,closed case
Normal,273,closed case
Normal,277,closed case
Normal,704,closed case
Normal,297,closed case
Normal,656,closed case
Normal,205,closed case
Normal,405,closed case
Normal,327,closed case
Normal,559,closed case
Normal,466,closed case
Normal,588,closed case
Normal,359,closed case
Normal,345,closed case
Normal,397,closed case
Normal,834,closed case
Normal,287,closed case
Normal,909,closed case
Normal,208,closed case
Normal,435,closed case
Normal,1050,closed case
Normal,353,closed case
Normal,478,closed case
Normal,432,closed case
Normal,407,closed case
Normal,547,closed case
Normal,504,closed case
Normal,304,closed case
Normal,213,closed case
Normal,217,closed case
Normal,327,closed case
Normal,431,closed case
Normal,870,closed case
Normal,428,closed case
Normal,288,closed case
Normal,445,closed case
Normal,279,closed case
Normal,325,closed case
Normal,365,closed case
Normal,478,closed case
Normal,281,closed case
Normal,344,closed case
Normal,378,closed case
Normal,320,closed case
Normal,296,closed case
Normal,275,closed case
Normal,737,closed case
Normal,372,closed case
Normal,314,closed case
Normal,540,closed case
DS,306,closed case
DS,341,closed case
Normal,274,closed case
Normal,454,closed case
Normal,551,closed case
Normal,357,closed case
Normal,286,closed case
Normal,271,closed case
Normal,410,closed case
Normal,281,closed case
Normal,339,closed case
Normal,213,closed case
DS,449,closed case
Normal,339,closed case
Normal,808,closed case
Normal,508,closed case
Normal,467,closed case
Normal,427,closed case
Normal,290,closed case
Normal,388,closed case
Normal,243,closed case
DS,533,closed case
Normal,647,closed case
Normal,683,closed case
Normal,229,closed case
Normal,269,closed case
Normal,352,closed case
Normal,268,closed case
Normal,186,closed case
Normal,273,closed case
Normal,232,closed case
Normal,290,closed case
Normal,272,closed case
Normal,353,closed case
Normal,224,closed case
Normal,251,closed case
Normal,281,closed case
Normal,175,closed case
Normal,459,closed case
Normal,341,closed case
Normal,206,closed case
Normal,283,closed case
Normal,563,closed case
Normal,357,closed case
Normal,267,closed case
Normal,192,closed case
Normal,269,closed case
Normal,290,closed case
Normal,332,closed case
Normal,177,closed case
Normal,503,closed case
Normal,542,closed case
Normal,277,closed case
Normal,322,closed case
Normal,458,closed case
Normal,273,closed case
Normal,514,closed case
Normal,402,closed case
Normal,608,closed case
Normal,356,closed case
Normal,388,closed case
Normal,436,closed case
Normal,387,closed case
Normal,153,closed case
Normal,667,closed case
Normal,258,closed case
Normal,577,closed case
Normal,590,closed case
Normal,282,closed case
Normal,213,closed case
Normal,416,closed case
Normal,352,closed case
Normal,237,closed case
Normal,518,closed case
Normal,242,closed case
Normal,303,closed case
Normal,694,closed case
Normal,241,closed case
Normal,319,closed case
Normal,321,closed case
Normal,223,closed case
Normal,163,closed case
Normal,404,closed case
Normal,698,closed case
Normal,608,closed case
Normal,287,closed case
Normal,223,closed case
Normal,529,closed case
Normal,581,closed case
Normal,242,closed case
Normal,360,closed case
Normal,230,closed case
Normal,1976,closed case
Normal,412,closed case
Normal,280,closed case
Normal,208,closed case
Normal,327,closed case
Normal,560,closed case
Normal,306,closed case
Normal,246,closed case
Normal,182,closed case
Normal,542,closed case
Normal,932,closed case
Normal,191,closed case
Normal,398,closed case
DS,475,closed case
Normal,323,closed case
Normal,432,closed case
Normal,584,closed case
Normal,272,closed case
Normal,398,closed case
Normal,94,closed case
Normal,369,closed case
Normal,278,closed case
Normal,354,closed case
Normal,321,closed case
Normal,164,closed case
Normal,308,closed case
Normal,584,closed case
DS,752,closed case
Normal,398,closed case
Normal,811,closed case
Normal,492,closed case
Normal,479,closed case
Normal,182,closed case
Normal,280,closed case
Normal,166,closed case
Normal,383,closed case
Normal,399,closed case
Normal,340,closed case
Normal,277,closed case
Normal,273,closed case
Normal,439,closed case
Normal,341,closed case
Normal,445,closed case
Normal,307,closed case
Normal,278,closed case
Normal,221,closed case
Normal,476,closed case
Normal,351,closed case
Normal,435,closed case
Normal,340,closed case
Normal,297,closed case
DS,427,closed case
Normal,581,closed case
DS,1048,closed case
DS,1048,closed case
DS,1048,closed case
Normal,475,closed case
Legal,230,closed case
Legal,535,closed case
Normal,244,closed case
Normal,286,closed case
Normal,748,closed case
DS,1677,closed case
Normal,301,closed case
Normal,1552,closed case
Normal,255,closed case
Normal,1711,closed case
Normal,621,closed case
Normal,220,closed case
Normal,400,closed case
Normal,236,closed case
Normal,251,closed case
Normal,308,closed case
Normal,1317,closed case
Normal,855,closed case
DS,577,closed case
Normal,613,closed case
DS,374,closed case
DS,719,closed case
DS,638,closed case
Normal,800,closed case
Normal,593,closed case
Normal,551,closed case
Legal,271,closed case
Normal,2045,closed case
Normal,455,closed case
Legal,1777,closed case
Normal,1650,closed case
Normal,1347,closed case
Normal,686,closed case
Legal,982,closed case
Normal,341,closed case
Normal,393,closed case
Legal,943,closed case
Normal,555,closed case
Legal,987,closed case
Normal,915,closed case
Legal,1245,closed case
Normal,205,closed case
Normal,580,closed case
Normal,364,closed case
Normal,1338,closed case
Normal,460,closed case
DS,639,closed case
Normal,344,closed case
Normal,341,closed case
Legal,1868,closed case
Normal,501,closed case
Legal,633,closed case
Normal,325,closed case
Normal,433,closed case
Normal,268,closed case
Normal,1321,closed case
Normal,318,closed case
Normal,212,closed case
Normal,866,closed case
Normal,365,closed case
Normal,226,closed case
Legal,1609,closed case
Normal,390,closed case
Normal,320,closed case
Normal,359,closed case
Normal,485,closed case
Normal,301,closed case
Normal,615,closed case
Normal,598,closed case
Normal,599,closed case
Normal,910,closed case
Normal,259,closed case
Normal,951,closed case
Normal,706,closed case
Normal,311,closed case
Normal,633,closed case
Normal,575,closed case
Normal,385,closed case
Legal,1959,closed case
Normal,337,closed case
Normal,582,closed case
Legal,1259,closed case
Normal,351,closed case
Normal,476,closed case
Normal,409,closed case
Normal,661,closed case
Legal,2203,closed case
Normal,371,closed case
Normal,696,closed case
Legal,1452,closed case
Normal,536,closed case
Normal,302,closed case
Normal,986,closed case
Legal,1003,closed case
Normal,470,closed case
Normal,302,closed case
Normal,412,closed case
Normal,238,closed case
Normal,306,closed case
Normal,439,closed case
DS,579,closed case
Normal,388,closed case
Normal,283,closed case
Legal,515,closed case
Normal,262,closed case
Normal,641,closed case
Normal,1389,closed case
Normal,729,closed case
Normal,286,closed case
Legal,1530,closed case
Normal,337,closed case
Normal,410,closed case
Normal,383,closed case
Normal,209,closed case
Normal,423,closed case
Normal,545,closed case
Normal,213,closed case
Normal,386,closed case
DS,551,closed case
Normal,369,closed case
Normal,308,closed case
Normal,334,closed case
Normal,413,closed case
Normal,276,closed case
Legal,528,closed case
Normal,302,closed case
Normal,678,closed case
Normal,285,closed case
Normal,849,closed case
Normal,366,closed case
Normal,825,closed case
Normal,520,closed case
Normal,899,closed case
Normal,549,closed case
Normal,389,closed case
Normal,299,closed case
Normal,228,closed case
Normal,575,closed case
DS,433,closed case
Legal,1800,closed case
Normal,525,closed case
Legal,876,closed case
Normal,407,closed case
Normal,1408,closed case
Normal,709,closed case
Normal,461,closed case
Normal,298,closed case
Normal,292,closed case
Normal,251,closed case
Normal,587,closed case
Normal,500,closed case
Normal,308,closed case
Normal,654,closed case
DS,1032,closed case
Legal,2768,closed case
Normal,237,closed case
Normal,389,closed case
Normal,956,closed case
DS,1056,closed case
Normal,277,closed case
Normal,512,closed case
Normal,739,closed case
Normal,361,closed case
Normal,1326,closed case
Normal,202,closed case
Normal,295,closed case
Legal,2104,closed case
DS,1002,closed case
Normal,336,closed case
Normal,302,closed case
Normal,394,closed case
Normal,909,closed case
Normal,239,closed case
Normal,232,closed case
Normal,559,closed case
DS,1314,closed case
Normal,758,closed case
Legal,1614,closed case
Normal,2259,closed case
Normal,524,closed case
Normal,526,closed case
Normal,290,closed case
Normal,251,closed case
Normal,560,closed case
Normal,318,closed case
Legal,1533,closed case
Normal,227,closed case
Normal,504,closed case
Normal,497,closed case
DS,1334,closed case
Normal,398,closed case
Normal,376,closed case
Legal,1411,closed case
Legal,1475,closed case
Legal,632,closed case
DS,2153,closed case
Normal,305,closed case
Normal,349,closed case
DS,428,closed case
Normal,226,closed case
Normal,691,closed case
Normal,265,closed case
Normal,360,closed case
Legal,1540,closed case
DS,1310,closed case
Normal,640,closed case
Normal,581,closed case
Normal,822,closed case
Normal,591,closed case
Legal,973,closed case
Normal,699,closed case
Normal,306,closed case
Normal,464,closed case
DS,1043,closed case
Normal,503,closed case
Normal,416,closed case
Normal,552,closed case
Normal,546,closed case
Normal,242,closed case
Normal,239,closed case
Normal,345,closed case
Legal,302,closed case
Normal,1170,closed case
Normal,773,closed case
Normal,887,closed case
Normal,477,closed case
Normal,330,closed case
Normal,1246,closed case
Normal,598,closed case
Normal,347,closed case
Normal,390,closed case
Normal,521,closed case
Normal,707,closed case
Normal,430,closed case
DS,616,closed case
Normal,249,closed case
Normal,221,closed case
Normal,650,closed case
Normal,381,closed case
Legal,709,closed case
Normal,392,closed case
Normal,1263,closed case
Legal,1392,closed case
Normal,400,closed case
Normal,947,closed case
Normal,1697,closed case
Normal,563,closed case
Normal,822,closed case
Normal,1079,closed case
Normal,512,closed case
DS,1385,closed case
Normal,486,closed case
Legal,1318,closed case
Normal,567,closed case
Normal,803,closed case
Normal,812,closed case
Normal,1128,closed case
Normal,449,closed case
Normal,339,closed case
Normal,254,closed case
Normal,233,closed case
Normal,308,closed case
Normal,433,closed case
Normal,585,closed case
Normal,452,closed case
Legal,2578,closed case
Normal,619,closed case
Normal,280,closed case
Normal,769,closed case
DS,731,closed case
Normal,263,closed case
