tconst,startYear,title,Country of Origin,HK?,language,runtimeMinutes,genres,averageRating,numVotes
tt0077478,1971,Duet meng gam kim,Hong Kong/Taiwan,1,yue,79,Adventure,6.4,82
tt0200293,1971,The Rescue,Hong Kong,1,en,79,"Action,Drama",6.4,54
tt0445409,1971,The Bride from Hell,Hong Kong/Taiwan,1,en,75,"Horror,Mystery",5.3,133
tt0879239,1971,Lady with a Sword,Hong Kong,1,en,75,"Action,Drama",6.8,119
tt0874318,1971,三十六殺手,Hong Kong,1,yue,,Action,6,9
tt0978621,1971,Mission Impossible,Hong Kong/Taiwan,1,en,,"Action,Horror",5.8,37
tt1205496,1971,Come Haunt with Me,Taiwan/Hong Kong,1,en,,"Comedy,Fantasy",5,15
tt1729199,1971,I Want to Sing,Taiwan/Hong Kong,1,en,,Musical,5.8,6
tt2123198,1971,The Evil Karate,Hong Kong,1,en,,"Action,Adventure",5.6,13
tt2867018,1971,The Fighting of Dragon Tiger,Taiwan/Hong Kong,1,en,,"Action,Adventure",6.3,8
tt0187499,1972,The 14 Amazons,Hong Kong,1,en,125,"Adventure,Drama,History",6.6,510
tt0165216,1972,Tiger vs. Dragon,Hong Kong,1,en,110,"Action,Drama",6.1,88
tt0426323,1972,The Yellow Muffler,Hong Kong,1,en,108,\N,5.4,21
tt0070800,1972,Iron Palm,Hong Kong,1,en,105,"Action,Drama,Romance",7.1,3941
tt0079281,1972,The Cannibals,Hong Kong,1,en,105,Action,6,24
tt0070778,1972,Tong yan piu haak,Taiwan/Hong Kong,1,yue,101,"Action,Crime,Drama",5.4,234
tt0080932,1972,The Invicible,Taiwan/Hong Kong,1,en,94,"Action,Adventure,Romance",5.8,53
tt0164401,1972,The Big Fight,Taiwan/Hong Kong,1,en,94,Action,5.3,97
tt0164522,1972,Dong kau taan,Hong Kong,1,yue,94,Action,5.6,246
tt0362326,1972,Tang ren quan,Taiwan/Hong Kong,1,cmn,94,"Action,Crime,Drama",4.8,21
tt0071319,1972,The Avenger,Taiwan/Hong Kong,1,en,92,"Action,Drama",6.1,127
tt0165338,1972,Da mo ying hao,Taiwan/Hong Kong,1,cmn,92,"Action,Drama",6.6,30
tt0186598,1972,Finger of Doom,Hong Kong,1,en,92,"Action,Horror",6.5,99
tt0164835,1972,Kuen dau,Hong Kong,1,yue,91,"Action,Drama",5.3,50
tt0070564,1972,The Prodigal Boxer 1,Taiwan/Hong Kong,1,en,90,"Action,Drama",5.8,338
tt0234035,1972,Siu kuen wong,Hong Kong/Thailand,1,yue,90,Action,6.1,78
tt0165509,1972,Tong sau toi kuen do,Hong Kong,1,yue,89,\N,5.4,24
tt0192250,1972,Lam chung yau ban,Hong Kong,1,yue,88,"Action,Drama",6.7,54
tt0882813,1972,Fists of Vengeance,Hong Kong,1,en,88,Action,5.8,88
tt1670380,1972,On the Waterfront,Taiwan/Hong Kong,1,en,88,Action,5.6,15
tt0164425,1972,Tong yan hak,Hong Kong,1,yue,87,"Action,Drama",4.9,179
tt0201841,1972,The Terrible Kick,Hong Kong,1,en,87,"Action,Adventure",5.6,117
tt0455755,1972,Intrigue in Nylons,Hong Kong,1,en,87,Comedy,6.2,21
tt1043429,1972,Black Inn,Hong Kong,1,en,87,Action,7.3,208
tt0072290,1972,Ba wong kuen,Taiwan/Hong Kong,1,yue,86,"Action,Crime",6.8,71
tt0198548,1972,The Yellow Killer,Hong Kong,1,en,86,"Action,Drama",6.2,80
tt1160712,1972,The Imperial Swordsman,Hong Kong,1,en,86,"Action,Adventure",6.5,73
tt0164635,1972,Black List,Hong Kong,1,en,85,Action,5.6,60
tt1234765,1972,Xiang Gang guo ke,Hong Kong,1,\N,85,"Crime,Thriller",5.9,14
tt0445820,1972,Wa wa foo yan,Hong Kong,1,yue,84,"Comedy,Romance",5.8,16
tt1223465,1972,Showdown,Taiwan/Hong Kong,1,en,84,"Action,Drama",5.3,25
tt0194558,1972,Little Poisonous Dragon,Hong Kong,1,en,82,"Action,Adventure",6.3,58
tt0078242,1972,Bandits from Shan Tung,Hong Kong,1,en,78,"Action,Drama",6.4,61
tt0165336,1972,Gat cheung do fong,Hong Kong,1,yue,77,"Action,Drama",6.6,64
tt0194516,1972,The Fugitive,Hong Kong,1,en,77,"Action,Adventure,Western",6.6,60
tt0988110,1972,Lui duk bei dao,Taiwan/Hong Kong,1,yue,74,Action,5.7,55
tt0199021,1972,The Roaring Lion,Hong Kong,1,en,,Action,7.2,16
tt1132133,1972,Action Tae Kwon Do,Hong Kong,1,en,,Action,7.8,12
tt1427286,1972,Patience,Hong Kong/Taiwan,1,cmn,,"Action,Adventure",6.4,15
tt1759650,1972,The Death Duel,Taiwan/Hong Kong,1,en,,Action,5.1,14
tt0070348,1973,Back Alley Princess,Hong Kong,1,en,122,"Action,Comedy,Drama",6.7,51
tt0069881,1973,Blood Brothers,Hong Kong,1,en,118,"Action,Drama",6.8,840
tt0070504,1973,Generation Gap,Hong Kong,1,en,113,"Crime,Drama,Romance",6.7,61
tt0201986,1973,King of Thieves,Hong Kong,1,en,112,"Action,Crime,Drama",4.5,44
tt0071189,1973,The Bamboo House of Dolls,Hong Kong,1,en,110,"Action,Drama,Horror",5.4,602
tt0070243,1973,The Inspector,Hong Kong,1,cmn,107,"Action,Crime",6.2,83
tt0070942,1973,The Fate of Lee Khan,Hong Kong/Taiwan,1,en,105,"Action,Drama",7.2,866
tt0070034,1973,Long zheng hu dou,Hong Kong/United States,1,cmn,102,"Action,Crime,Thriller",7.6,112283
tt0070932,1973,Xiao za zhong,Hong Kong,1,\N,102,Action,6.8,73
tt0081794,1973,The Young Tiger,Hong Kong,1,en,102,"Action,Drama",4.3,288
tt0167840,1973,Supermen Against the Orient,Italy/Hong Kong,1,en,102,"Action,Comedy",4.4,191
tt0069959,1973,The Delinquent,Hong Kong,1,yue,101,"Action,Drama",6.7,199
tt0070196,1973,The House of 72 Tenants,Hong Kong,1,en,101,Comedy,6.5,161
tt0164521,1973,The Awaken Punch,Hong Kong,1,en,101,"Action,Drama",5.5,139
tt0070146,1973,Hoi wan chat ho,Hong Kong,1,yue,100,Action,6.7,25
tt0070216,1973,Fung lau wan si,Hong Kong,1,yue,100,"Comedy,Drama",7.2,69
tt0189975,1973,Special Tactical Airborne Brigade,Hong Kong/Thailand,1,en,100,"Action,Adventure",6.5,40
tt0291843,1973,Dong lui kei hang,Hong Kong,1,yue,100,"Drama,Romance",4.4,21
tt0070274,1973,Poison Girl,Hong Kong,1,en,99,"Action,Crime,Drama",6.6,197
tt0069702,1973,Shi mian mai fu,Hong Kong,1,cmn,97,"Action,Adventure",6.5,158
tt0072868,1973,Evil Snake Girl,Hong Kong/Philippines,1,en,97,"Action,Fantasy,Horror",4.6,138
tt0198690,1973,The Magnificent Boxer,Hong Kong,1,en,97,"Adventure,Drama",5.3,9
tt0070168,1973,Hak yau gwai hak,Hong Kong,1,yue,96,"Action,Thriller",6.4,33
tt0455874,1973,The Peeping Tom,Taiwan/Hong Kong,1,en,96,Drama,5.2,9
tt0137427,1973,A Duel of Harbour,Hong Kong/Taiwan,1,en,95,"Action,Drama",5.1,457
tt0165226,1973,Tornado of Kuang Chou,South Korea/Hong Kong,1,en,95,"Drama,War",5,12
tt0202103,1973,The Killer Butterfly White,Taiwan/Hong Kong,1,en,95,\N,5.7,16
tt0069938,1973,Da dao Wang Wu,Hong Kong,1,\N,94,"Action,Adventure",6.2,165
tt0070049,1973,The Northern Ladies of China,Hong Kong,1,en,94,"Drama,Romance",5.9,158
tt0070151,1973,Yat lok ya,Hong Kong,1,yue,94,Comedy,7,59
tt0070335,1973,Pit of Fury,Hong Kong,1,en,94,"Action,Drama",5.6,44
tt0165315,1973,The Opium Trail,Taiwan/Hong Kong,1,en,94,Adventure,6.1,40
tt0187988,1973,Infernal Street,Taiwan/Hong Kong,1,en,94,Action,5.3,100
tt0070200,1973,Wong Fei Hung,Hong Kong,1,yue,93,"Action,Drama",5.7,172
tt0079941,1973,Angry Tiger,Hong Kong/Thailand,1,en,93,Action,4.2,98
tt0187500,1973,He Walks Like a Tiger,Hong Kong,1,en,93,"Action,Drama",6.1,12
tt0071729,1973,The Avenger,Taiwan/Hong Kong,1,en,92,"Action,Drama",6.1,21
tt0165120,1973,Shadow Fist Hunter,Hong Kong/Taiwan,1,en,92,"Action,Drama",5.2,8
tt0188712,1973,Shen long meng hu di tou she,Hong Kong,1,cmn,92,"Action,Drama",5.6,22
tt0070768,1973,Taekwondo Heroes,Hong Kong/South Korea,1,en,91,"Action,Drama,War",6.3,263
tt1054495,1973,The Daredevil,Taiwan/Hong Kong,1,en,91,Adventure,6.6,12
tt0164489,1973,Adventure in Denmark,Hong Kong,1,en,90,"Action,Adventure,Comedy",6,58
tt0186083,1973,Wang Yu da dao,Taiwan/Hong Kong,1,cmn,90,"Action,Adventure",5.2,23
tt0193646,1973,The Call Girls,Hong Kong,1,en,90,"Drama,Romance",7.5,16
tt0199763,1973,Rage of Wind,Hong Kong,1,en,90,Action,4.9,93
tt0199987,1973,Queen of Fist,Taiwan/Hong Kong,1,en,90,"Action,Crime,Drama",6.6,41
tt0200120,1973,Ho hak,Hong Kong/Taiwan,1,yue,90,"Action,Drama",6.2,66
tt0201209,1973,Lit yat kwong fung,Taiwan/Hong Kong,1,yue,90,"Action,Drama",5.7,41
tt1807072,1973,The Blind Swordsman's Revenge,Taiwan/Hong Kong,1,en,90,"Action,Adventure",6.4,42
tt0188789,1973,Ngang hon gung foo boon,Hong Kong,1,yue,89,"Action,Drama",6.2,30
tt0445839,1973,Green Hat,Hong Kong,1,en,89,Drama,3.9,12
tt0164342,1973,The Angry Dragon,Hong Kong,1,en,88,"Action,Adventure",5.9,38
tt0188740,1973,Gwai hak,Hong Kong,1,yue,88,"Action,Drama",6.3,62
tt0291841,1973,Sexy Girls of Denmark,Hong Kong,1,en,88,"Comedy,Romance",5,101
tt0070017,1973,Not Scared to Die,Hong Kong,1,en,87,"Action,Drama,War",4.3,747
tt0070747,1973,桃色經紀,Hong Kong,1,cmn,87,Romance,5.6,31
tt0069870,1973,Pian shu qi zhong qi,Hong Kong,1,\N,86,Comedy,6.4,11
tt0201204,1973,Superior Youngster,Hong Kong,1,en,86,"Action,Drama",5.8,64
tt0201554,1973,Dai siu tung gat,Hong Kong,1,yue,86,"Action,Comedy,Drama",5.2,22
tt0201988,1973,Yi wang da shu,Hong Kong,1,\N,86,"Action,Drama",6,49
tt1172525,1973,Na Cha and the 7 Devils,Taiwan/Hong Kong,1,en,86,"Action,Adventure,Fantasy",5.3,27
tt1404408,1973,Hu bao shuang xiong,Taiwan/Hong Kong,1,cmn,86,"Action,Adventure,Crime",6.2,20
tt0186119,1973,Fist of Fist,Hong Kong/Taiwan,1,en,85,"Action,Drama",5.4,280
tt0194057,1973,River of Fury,Hong Kong,1,en,85,"Action,Drama",6.2,25
tt0198652,1973,Li Xiao Long De Sheng Yu Si,Hong Kong,1,\N,85,Documentary,6.3,351
tt0768796,1973,Do bing fu,Hong Kong,1,yue,84,"Adventure,Drama",5.8,40
tt0201985,1973,Thunderbolt,Hong Kong,1,en,83,"Action,Adventure",6.4,48
tt0198631,1973,Land of the Brave,Hong Kong,1,en,82,Action,5.4,24
tt1325566,1973,The Girl Named Iron Phoenix,Hong Kong/Taiwan,1,en,82,Action,5.1,16
tt0445534,1973,The Dragon Tiger Meet,Hong Kong,1,en,81,"Action,Adventure,Drama",6.5,54
tt0070400,1973,Moh gwai tin sai,Hong Kong,1,yue,80,"Action,Crime,Drama",5.2,51
tt0070880,1973,To fei,Hong Kong,1,yue,80,"Adventure,Drama",6.5,12
tt0124836,1973,Rumble in Hong Kong,Hong Kong,1,en,80,"Action,Crime",3.6,1589
tt0199877,1973,Seven to One,Taiwan/Hong Kong,1,en,80,Action,5.8,39
tt0200888,1973,The Smugglers,Hong Kong,1,en,79,"Action,Crime,Drama",5.2,16
tt0069800,1973,The Blazing Ninja,Hong Kong/South Korea,1,\N,77,"Action,Adventure,Drama",4.9,51
tt0070301,1973,Lang min foo,Hong Kong,1,yue,76,"Action,Adventure,Crime",6.8,98
tt1223467,1973,The Deadly Chase,Hong Kong,1,en,76,"Action,Crime",3,125
tt0187161,1973,Gold Snatchers,Hong Kong,1,en,75,Action,5.6,38
tt1854287,1973,Black Guide,Hong Kong,1,en,75,"Action,Adventure",5.2,10
tt0165245,1973,Shan dong lao da,Hong Kong,1,\N,73,"Action,Drama",5.7,23
tt0069790,1973,The Black Belt,Hong Kong,1,en,,"Action,Drama",5.8,25
tt0070406,1973,Yao qian shu,Hong Kong,1,\N,,Comedy,7.4,11
tt0070771,1973,Ngow gwai se sun,Hong Kong,1,yue,,\N,7,31
tt0121813,1973,The Iron Bull,Hong Kong,1,en,,\N,5.2,6
tt0184536,1973,The Imprudent Iron Phoenix,Taiwan/Hong Kong,1,en,,\N,5.8,8
tt0187048,1973,A Gathering of Heroes,Hong Kong,1,en,,"Action,Drama",5.8,17
tt0194373,1973,The Two Cavaliers,Hong Kong/Taiwan,1,en,,"Action,Drama",6.3,29
tt0198726,1973,Long hu zheng xi,Italy/Hong Kong,1,cmn,,Western,4.7,38
tt0200222,1973,Tou du ke,Hong Kong,1,\N,,"Action,Drama",5.8,19
tt0200294,1973,Payment in Blood,Hong Kong,1,en,,Drama,6.5,10
tt0201555,1973,Golden Tiger,Hong Kong,1,en,,Action,5.6,14
tt1033604,1973,The Martial Hero,Hong Kong,1,en,,Action,4.9,19
tt1204790,1973,I Am a Chinese,Taiwan/Hong Kong,1,en,,Action,4.6,13
tt1458605,1973,Ren jin ke fu nu wang feng,Hong Kong/Taiwan,1,cmn,,"Horror,Thriller",6.4,22
tt1499223,1973,Duo ming ke,Hong Kong/Thailand,1,\N,,"Action,Thriller",5.7,25
tt1663885,1973,Kung-Fu King,Hong Kong,1,en,,Action,5.6,10
tt1715330,1973,The Boatman Fighters,Hong Kong,1,en,,"Action,Adventure",4.8,14
tt2742244,1973,The Life for Sale,Hong Kong,1,en,,Action,5.3,23
tt4541752,1974,Lady Master Snake,Taiwan/Hong Kong/Cambodia,1,en,126,Thriller,5.3,8
tt0192674,1974,Kidnap,Hong Kong,1,en,122,"Crime,Drama",7,50
tt0072413,1974,Long boi wai gan,Hong Kong,1,yue,119,"Action,Drama",6,56
tt0071567,1974,Gam ping seung yim,Hong Kong,1,yue,112,Drama,5.7,304
tt0193209,1974,Hiroshima 28,Hong Kong,1,en,110,"Drama,War",6.7,14
tt0072991,1974,Five Shaolin Masters,Hong Kong/Taiwan,1,en,109,"Action,Drama",6.6,1414
tt0080533,1974,Cheuk tau chong yuen,Hong Kong,1,yue,109,Comedy,7.3,23
tt0071316,1974,Chinatown Capers,Hong Kong,1,en,107,"Action,Comedy",6.2,24
tt0071588,1974,Gui ma shuang xing,Hong Kong,1,cmn,107,Comedy,6.5,259
tt0071619,1974,Hung kuen yue wing chun,Hong Kong,1,yue,106,"Action,Drama",6.8,431
tt0071784,1974,Long hu zou tian ya,Italy/Spain/Hong Kong/United States,1,cmn,105,"Comedy,Western",5.8,1036
tt0073804,1974,San chao ren yu nu ba wang,Italy/Hong Kong/United States,1,cmn,105,"Action,Adventure,Comedy",4.5,370
tt0194150,1974,Min gui,Hong Kong,1,yue,105,Drama,5.9,56
tt0455517,1974,"Strange People, Strange Bedfellows",Hong Kong,1,en,105,Comedy,5.9,27
tt0070523,1974,Friends,Hong Kong,1,en,104,"Action,Drama",7.1,77
tt0198588,1974,Martial Arts,Hong Kong,1,en,102,Action,6.1,18
tt0072055,1974,Cai xing gao zhao,Italy/West Germany/Hong Kong,1,cmn,101,"Action,Adventure,Crime",4.8,26
tt0072150,1974,Men from the Monastery,Hong Kong/Taiwan,1,en,101,"Action,Drama",6.2,234
tt0078910,1974,"Bruce, D-Day at Macao",Hong Kong,1,en,101,"Action,Drama",6.2,93
tt0165160,1974,Dai gau lung,Hong Kong,1,yue,101,"Action,Drama",4.9,72
tt0860912,1974,Where the Seagull Flies,Taiwan/Hong Kong,1,en,101,Romance,6.8,26
tt0073696,1974,The Killer Snakes (1974),Hong Kong,1,en,99,"Drama,Horror,Thriller",6.1,374
tt0201566,1974,Din dan che,Hong Kong,1,yue,99,"Action,Drama",6.1,28
tt0243671,1974,Yin yeung gai,Hong Kong,1,yue,98,Horror,7,44
tt0445410,1974,Ghost Eyes,Hong Kong,1,en,98,Horror,6.2,103
tt0072191,1974,Zhu men yuan,Hong Kong,1,\N,97,"Drama,Romance",6.9,21
tt0200526,1974,Cheng ji cha lou,Hong Kong,1,cmn,96,"Action,Crime,Drama",6.1,100
tt0070801,1974,Farewell Buddy,Hong Kong,1,en,95,Action,5.4,177
tt0071618,1974,Hong Kong 73,Hong Kong,1,en,95,Comedy,6.2,40
tt0072968,1974,Fantasies Behind the Pearly Curtain,Taiwan/Hong Kong,1,en,95,"Drama,Romance",7.5,20
tt0072118,1974,The Affair,Hong Kong,1,en,94,Comedy,6.7,33
tt0072422,1974,Kap duk che,Hong Kong,1,yue,94,"Action,Crime,Drama",6.1,58
tt0072444,1974,The Tournament,Hong Kong,1,en,94,"Action,Drama",6.3,115
tt0073706,1974,Shocking Asia,Hong Kong/West Germany,1,\N,94,"Documentary,Horror",5.4,613
tt0070051,1974,Heroes Two,Hong Kong,1,en,93,"Action,Drama,History",6.5,572
tt0072087,1974,Huang fei hong yi qu ding cai pao,Hong Kong,1,\N,93,"Action,Adventure,Drama",5,64
tt0184476,1974,Daai heung lee daai laau au chow,Taiwan/Netherlands/Hong Kong,1,yue,93,"Action,Drama",5.6,20
tt0188837,1974,Little Godfather from Hong Kong,Hong Kong,1,en,93,"Action,Crime,Drama",5.9,71
tt0445597,1974,Women of Desire (1974),Hong Kong,1,en,93,Drama,5.7,26
tt0071586,1974,Ghost of the Mirror,Hong Kong/Taiwan,1,en,92,"Drama,Fantasy,Horror",5.8,75
tt0071712,1974,Virgins of the 7 Seas,Hong Kong/West Germany,1,en,92,"Action,Comedy",5.6,394
tt0072167,1974,"Wine, Women and Song",Hong Kong,1,en,92,Comedy,6.8,78
tt0186088,1974,"Fatal, Strike",Taiwan/Hong Kong,1,en,92,"Action,Drama",6,30
tt0188796,1974,Maang foo dau kwong lung,Hong Kong,1,yue,92,"Action,Drama",6.2,47
tt0445849,1974,Thirteen,Hong Kong,1,en,92,Drama,6.3,9
tt0452930,1974,The Crazy Bumpkins,Hong Kong,1,en,92,Comedy,6.8,12
tt0456743,1974,The Ghost Lovers,Hong Kong/South Korea,1,en,92,"Drama,Horror,Romance",5.4,103
tt0071820,1974,Master Samurai,Hong Kong/Philippines,1,\N,91,"Action,Crime,Thriller",4.9,58
tt0077290,1974,San lung siu foo chong kong woo,Hong Kong,1,yue,91,"Action,Drama",5.9,55
tt0080151,1974,The Savage 5,Hong Kong,1,en,91,"Action,Adventure,Drama",6.5,330
tt0198546,1974,Monkey Fist,Hong Kong,1,en,91,"Action,Drama",6.2,21
tt0202004,1974,Zhu Jiang da feng bao,Hong Kong/Taiwan,1,\N,91,Action,7.6,15
tt0202063,1974,Dai siu yau lung,Taiwan/Hong Kong,1,yue,91,"Action,Adventure",4.5,28
tt0895771,1974,Fung guang dai bun chaat,Hong Kong,1,yue,91,"Action,Comedy,Crime",5,56
tt1437851,1974,Only the Brave Stands,Hong Kong,1,en,91,"Action,Adventure",5.9,17
tt7705702,1974,Two Graves to Kung Fu,Hong Kong,1,\N,91,Action,4.9,13
tt0071632,1974,The Skyhawk (1974),Hong Kong/South Korea,1,en,90,"Action,Drama",6.1,175
tt0071887,1974,Na Cha,Taiwan/Hong Kong,1,en,90,"Action,Adventure,Fantasy",5.3,109
tt0074268,1974,奪命刺客,United Kingdom/Hong Kong,1,cmn,90,"Action,Crime,Drama",5.1,608
tt0077703,1974,Foo bin ji,Hong Kong/Taiwan,1,yue,90,Action,5.8,22
tt0090225,1974,Tornado,Taiwan/Hong Kong,1,en,90,"Action,Adventure,Comedy",6.3,15
tt0164415,1974,The Growling Tiger,Taiwan/Hong Kong,1,en,90,"Action,Drama",5.2,40
tt0165141,1974,On the Black Street,Taiwan/Hong Kong,1,en,90,Action,5,22
tt0165159,1974,Tong shan meng hu,Hong Kong,1,\N,90,Action,6.8,49
tt0165310,1974,Two Tough Guys,Taiwan/Hong Kong,1,en,90,Action,8.5,10
tt0186117,1974,Kuang long chu hai,Taiwan/Hong Kong,1,cmn,90,"Action,Adventure",5.8,36
tt0186644,1974,The Bravest One,Hong Kong,1,en,90,"Action,Crime,Thriller",5.2,16
tt0070297,1974,七金屍,United Kingdom/Hong Kong,1,cmn,89,"Action,Horror",5.8,4865
tt0072145,1974,Mo yee,Hong Kong,1,yue,89,"Drama,Romance",6.2,22
tt0070705,1974,Yellow Faced Tiger,Hong Kong/United States,1,en,88,"Action,Crime,Thriller",4.2,706
tt0071323,1974,Tough Guy,Hong Kong/Philippines,1,en,88,"Action,Drama",5.8,111
tt0072166,1974,The Sex Maniac,Hong Kong,1,en,88,Drama,5.2,18
tt0187033,1974,The Furious,Malaysia/Hong Kong/Philippines,1,en,88,"Action,Crime",6.7,10
tt0187497,1974,Shao Lin gao shou,Taiwan/Hong Kong,1,cmn,88,"Action,Drama,Romance",6.4,22
tt0377016,1974,Zhuo shu ji,Hong Kong,1,\N,87,"Comedy,Romance",5.4,27
tt0070688,1974,Bloody Ring,Hong Kong,1,en,86,"Action,Drama",5.1,38
tt0071573,1974,Gossip Street,Hong Kong,1,en,86,Comedy,6.3,13
tt0183341,1974,Mat ling,Turkey/Hong Kong,1,yue,86,Action,4.4,219
tt0188742,1974,Tiger's Claw,Hong Kong,1,en,86,"Action,Drama",5.9,58
tt0200194,1974,The Shadow Boxer,Hong Kong,1,en,86,Action,5.6,126
tt1258220,1974,The Tiger Jump,Hong Kong,1,en,86,"Action,Adventure",6.2,30
tt0071446,1974,Return of the Panther,Taiwan/Hong Kong,1,en,85,"Action,Drama",5.8,41
tt0201104,1974,Tit cheung lim wan kuen,Hong Kong,1,yue,85,Action,6,26
tt0072432,1974,Siu nin yue siu foo,Hong Kong,1,yue,84,"Drama,Romance",9,13
tt0087203,1974,Lo fu sat sing,Hong Kong,1,yue,84,"Action,Drama",4.4,35
tt0164455,1974,猛獅,Hong Kong/Taiwan,1,cmn,83,"Action,Drama",4.9,86
tt0072051,1974,Chat saang kuen wong,Hong Kong/South Korea,1,yue,82,"Action,Drama",6,43
tt0072423,1974,The Association (1974),South Korea/Hong Kong,1,en,80,"Action,Drama",5.9,55
tt0191099,1974,Kung Fu 10th Dan,Hong Kong/Philippines,1,en,79,"Action,Adventure",4.6,30
tt0193890,1974,Village of Tigers,Hong Kong,1,en,78,Action,5.8,123
tt0075204,1974,Shaolin Boxers,Hong Kong,1,en,75,"Action,Adventure",6.1,33
tt0164457,1974,Yat san ng foo,Hong Kong,1,yue,74,"Action,Drama",5.4,40
tt0201142,1974,The Crazy Instructor,Hong Kong,1,en,61,"Action,Comedy,Drama",3.8,63
tt0071929,1974,Girl Friend,Hong Kong/Taiwan,1,en,,"Drama,Romance",6.3,18
tt0072421,1974,Ng dai hon,Hong Kong,1,yue,,"Action,Drama",6.4,47
tt0164404,1974,When Tough Guys Meet,Hong Kong,1,en,,"Action,Drama",5.2,14
tt2033273,1974,Desperate Crisis,Taiwan/Hong Kong,1,en,,"Action,Adventure",4.5,9
tt8156774,1974,Tie zhi tang shou,Hong Kong,1,\N,,"Action,Adventure",6.2,5
tt0073916,1975,King gwok king shing,Hong Kong,1,yue,165,"Drama,History",6.9,130
tt1303698,1975,"My Wacky, Wacky World",Hong Kong,1,en,121,"Comedy,Drama",7.6,30
tt0073004,1975,Forbidden Tales of Two Cities,Hong Kong,1,en,108,"Comedy,Drama",6,45
tt0071930,1975,The Dragon Tamers,Hong Kong,1,en,107,"Action,Drama",5.5,145
tt0164518,1975,Dai goh Sing,Hong Kong,1,yue,107,"Action,Crime,Drama",6.7,77
tt0073121,1975,Disciples of Shaolin,Hong Kong/Taiwan,1,en,106,"Action,Drama",6.6,462
tt0073343,1975,直捣黄龙,Australia/Hong Kong,1,yue,106,"Action,Adventure,Crime",6.6,1800
tt0071512,1975,Xue di zi,Hong Kong,1,\N,105,"Action,Drama",6.6,1631
tt0093805,1975,Kui moh lui,Hong Kong,1,yue,104,"Drama,Horror",5.8,11
tt0073326,1975,Marco Polo,Taiwan/Hong Kong,1,en,103,"Action,Adventure,Biography",6.3,364
tt0073700,1975,The Spiritual Boxer,Hong Kong,1,en,103,"Action,Comedy,Drama",6.6,330
tt0071324,1975,忠烈圖,Taiwan/Hong Kong,1,cmn,102,"Action,Drama,History",7,460
tt0071389,1975,All Men Are Brothers,Hong Kong,1,en,101,"Action,Adventure",6.4,389
tt0072795,1975,Tong ju,Hong Kong,1,\N,100,Drama,6.6,9
tt0199991,1975,The Hero,Hong Kong,1,en,100,Action,3.6,134
tt0201667,1975,Hau sang,Hong Kong,1,yue,100,"Action,Drama",6.5,46
tt0455308,1975,The Crazy Bumpkins in Singapore,Hong Kong,1,en,100,Comedy,5,11
tt0456662,1975,The Happy Trio,Hong Kong,1,en,99,Comedy,7,12
tt0091944,1975,13 Ho hung zak,Hong Kong,1,yue,98,Horror,5.1,25
tt0100776,1975,Tin choi yue baak chi,Hong Kong,1,yue,98,Comedy,6.4,224
tt0077670,1975,Heroes in the Late Ming Dynasty,Taiwan/Hong Kong,1,en,97,\N,4.8,21
tt0080897,1975,All in the Family (1975),Hong Kong,1,en,97,Comedy,5.2,174
tt0073206,1975,降頭,Hong Kong,1,cmn,96,"Fantasy,Horror",6.2,853
tt4308644,1975,The Supergirl of Kung Fu,Taiwan/Hong Kong,1,en,95,"Action,Adventure",5.8,15
tt0072791,1975,Cleopatra Jones Meets the Dragon Lady,Hong Kong/United States,1,en,94,Action,5.6,1207
tt0073798,1975,Inside and Outside the Jar,Hong Kong,1,en,93,"Comedy,Romance",6.4,73
tt0072689,1975,Xin mo,Hong Kong,1,cmn,92,Horror,5.4,49
tt0072700,1975,The Big Holdup,Hong Kong,1,en,92,"Action,Crime,Drama",6.1,35
tt0073827,1975,Niu ji zu zong Chen Mengji,Hong Kong,1,\N,92,Comedy,5.7,22
tt0353288,1975,The Imposter,Hong Kong,1,en,92,"Action,Drama",6.9,57
tt0445278,1975,Cheung fat goo leung,Hong Kong,1,yue,92,"Comedy,Romance",4.9,36
tt0205199,1975,Old Master 'Q',Hong Kong,1,en,91,Comedy,6.3,12
tt0263681,1975,The Magic Curse,Hong Kong/Philippines,1,en,91,"Adventure,Horror",5.3,65
tt0072679,1975,Bald-Headed Betty,Hong Kong,1,en,90,"Action,Drama",6.5,38
tt0072858,1975,The Black Dragon's Revenge,Hong Kong/United States,1,en,90,"Action,Drama",4.7,153
tt0185591,1975,Pak ngon geng gei,Hong Kong,1,yue,90,Drama,6.5,113
tt0187069,1975,Eighteen Shaolin Disciples,Taiwan/Hong Kong,1,en,90,"Action,Adventure",5.3,24
tt0165184,1975,The Conspiracy of Thieves,Hong Kong/Taiwan,1,en,89,Action,6.4,40
tt0073168,1975,Chung kwok chiu yan,Hong Kong,1,yue,88,"Action,Sci-Fi",6.2,2249
tt0165239,1975,A Deadly Rivalry,Taiwan/Hong Kong,1,en,88,"Action,Drama",5.9,17
tt0187075,1975,Golden Triangle,Hong Kong/Thailand,1,en,88,"Action,Crime",4.6,29
tt1375750,1975,The Fighting Dragon,Hong Kong,1,en,88,Action,5.3,37
tt0072765,1975,Chan Mung Gat gai poh chi fan chan,Hong Kong,1,yue,87,Comedy,4.8,24
tt0072957,1975,Tu dan deng,Hong Kong,1,cmn,87,"Horror,Mystery",6.8,35
tt0073022,1975,Fei long shen tan,Philippines/Taiwan/Hong Kong,1,cmn,86,"Action,Drama",5.7,24
